0,0,0,-1.8050735872544923
0,0,1,2.1038612788726074
0,0,2,-2.5981493725934475
0,0,3,-0.3498676512543763
0,0,4,1.1421524427299705
0,0,5,0.799295625400902
0,0,6,1.1767836699531053
0,0,7,1.092823857759984
0,0,8,-0.030935949309036825
0,0,9,-0.2669232699045055
0,0,10,0.6930523458560656
0,0,11,-1.0150048444335251
0,1,0,-0.5054065831194918
0,1,1,0.43950389172483134
0,1,2,-0.9568022154700472
0,1,3,2.041403111415137
0,1,4,1.8040612955002426
0,1,5,0.4648012882207135
0,1,6,-0.5842723107863528
0,1,7,0.019250534026442983
0,1,8,1.0009350263352073
0,1,9,1.65848180665301
0,1,10,1.235936549167117
0,1,11,0.5835174408725838
0,2,0,2.1406458591264124
0,2,1,-0.1611369428529348
0,2,2,-1.7559545033537562
0,2,3,-0.25869497099020017
0,2,4,0.3686474391590246
0,2,5,-0.4045806822168384
0,2,6,0.09536568356483385
0,2,7,0.1612308579797757
0,2,8,0.4943071018161796
0,2,9,0.5490869073606908
0,2,10,-1.0590033784528963
0,2,11,0.30332731793375545
0,3,0,1.0247881518165478
0,3,1,0.7269790682483622
0,3,2,0.18607778956308418
0,3,3,1.844871935603989
0,3,4,2.6805539607424524
0,3,5,0.9296511681618134
0,3,6,-0.8752631268835349
0,3,7,-0.17009214524784294
0,3,8,1.6822654768526997
0,3,9,2.855972754046314
0,3,10,0.6232524261858571
0,3,11,0.367146451407375
0,4,0,0.2522983969785284
0,4,1,-0.20660833076735305
0,4,2,-0.021516368179890572
0,4,3,0.3674202836049171
0,4,4,-0.13891292987406917
0,4,5,-0.39778125074996745
0,4,6,-0.26106512371039514
0,4,7,0.28015136818433284
0,4,8,0.0989741249764578
0,4,9,0.3337706665219972
0,4,10,-0.21841076202081586
0,4,11,-0.6817550245731103
0,5,0,-0.7011488018599012
0,5,1,-1.4154339501835789
0,5,2,2.2526750847411496
0,5,3,2.1613134052083565
0,5,4,-1.8066796343257183
0,5,5,-0.11285531605247094
0,5,6,1.0688886228352594
0,5,7,0.445651147001801
0,5,8,1.0655013457278923
0,5,9,2.346892605170912
0,5,10,0.008628616676175298
0,5,11,-1.2151756529518074
