0,0,0,-5.46958445289909
0,0,1,-1.5134288002625926
0,0,2,-0.8604831881737157
0,0,3,-1.4102800954769001
0,0,4,-2.615491939256748
0,0,5,2.61804784341644
0,0,6,-1.5821810355700132
0,0,7,-0.8568772271551389
0,0,8,1.5464529202141217
0,0,9,-0.5910383506299522
0,0,10,-0.09451967794807623
0,0,11,1.6055236960393267
0,1,0,0.14068195551770055
0,1,1,-0.034589712153656756
0,1,2,0.18766670716435846
0,1,3,0.6474647762801073
0,1,4,-0.20447298802694178
0,1,5,-1.0328055680845218
0,1,6,1.6723041863468482
0,1,7,1.8456209527998981
0,1,8,0.6193531166070454
0,1,9,0.6549960292490367
0,1,10,0.0350204539019485
0,1,11,-1.4255655219839078
0,2,0,2.358830822773404
0,2,1,-0.08479715275497302
0,2,2,-0.5825511968891848
0,2,3,0.5371540517138572
0,2,4,0.24797134367665388
0,2,5,0.2856594776776876
0,2,6,-1.1074022907974637
0,2,7,-0.6729483326652059
0,2,8,-1.8741273883804879
0,2,9,-1.714411069185589
0,2,10,0.1170988199835546
0,2,11,0.7509153553900282
0,3,0,5.160808855432569
0,3,1,2.6888170466419057
0,3,2,8.470581902310949
0,3,3,1.4371938195253924
0,3,4,2.0221016909451737
0,3,5,0.09514998019855052
0,3,6,3.631174633001818
0,3,7,3.5840188494574097
0,3,8,4.571708234966889
0,3,9,1.5505478696500645
0,3,10,0.10898894112853928
0,3,11,-3.9679109536806414
0,4,0,-3.0368037177091862
0,4,1,-1.4350782135693632
0,4,2,-0.5126771654893868
0,4,3,2.419599616169126
0,4,4,-3.319179978877812
0,4,5,-1.6178345041329072
0,4,6,-1.5847603870180933
0,4,7,-0.10163000077640537
0,4,8,1.6001662825498744
0,4,9,0.9969893369080505
0,4,10,-0.08243457227976193
0,4,11,0.9187443155334102
0,5,0,-0.20351005511025333
0,5,1,4.737822822720971
0,5,2,2.693318772877552
0,5,3,1.168616942646895
0,5,4,1.5479274333311175
0,5,5,0.42170089354679696
0,5,6,1.473674923089902
0,5,7,1.6452866349826651
0,5,8,-1.5649007424238144
0,5,9,0.6125724109463101
0,5,10,-0.27225627809360164
0,5,11,-0.9722216455260333
0,6,0,-1.3067427716789308
0,6,1,0.9111537578632796
0,6,2,5.2253004924130435
0,6,3,0.8816782313625678
0,6,4,1.8336308317144787
0,6,5,-0.6647260512783532
0,6,6,2.6311252389638216
0,6,7,3.135092452772924
0,6,8,5.57077159934845
0,6,9,-2.1528085069627947
0,6,10,1.2096669093145869
0,6,11,-2.032092639249066
0,7,0,0.053032168104031135
0,7,1,-1.2744991046403602
0,7,2,4.331220497700742
0,7,3,0.34107125261043597
0,7,4,0.9351570858727773
0,7,5,2.656730813037452
0,7,6,-0.41704023042967037
0,7,7,-3.0492306556126216
0,7,8,3.3642984003450582
0,7,9,-0.6369521733080148
0,7,10,-0.6439202761398595
0,7,11,1.1026365926277402
0,8,0,-2.581744407007682
